,text,target,target_new
6312,My colleague reminded me too of singtel priority ticketing this Sat  @weareoneEXO,-0.60,0
6313,SGs OCBC in talks with Singtel for virtual bank license ,-0.20,0
6314,We joined the membership of Lysn  but then the prior concert ticket selling goes by SingTel  @SMTOWNGLOBAL What is the point to pay for the membership on the 1st day of launching but then too the welcome kit still havent received  I rather paid for EXO album ,-0.20,0
6315,Apologies The carrier is chosen automatically as OPTUS  what I have done manually is to enable data roaming on settings,-0.60,0
6316,This step will transform the holding company into a foreignowned entity and subsequently take overseas ownership in the mobile operator to over 85 per centFDI FDIININDIA FDIINDIA foreigndirectinvestment Fdifinance bhartitelecom singtel,0.10,1
6317,no its literally just when connecting to ME servers on fortnite so do yall can fix it  its been 2 weeks just like @EthanOwYong1 said,0.00,1
6318,walau  singtel wifi cmi lah ,0.00,1
6319,ticketing service for EXplOrationINSG will be purchased on singtel priority salesaug 24online purchased from singaporeonly 4 tics availablefor more infodm me plzEXplOrationINSGEXOinSG,-0.40,0
6320,ticketing service for EXplOrationINSG will be purchased on singtel priority salesaug 24online purchased from singaporeonly 4 tics availablefor more infodm me plzEXplOrationINSGEXOinSG,-0.90,0
6321,Just to clarify does similar issues happen when you surf the net,-0.20,0
6322,So fucking pissed  Singtel aku bayar 200 janji nak bayar lagi 200 then skrg ckp lain  Apa ni,0.30,1
6323,Hi there can I confirm that on your data tracker the additional 2GB is not visible,-0.70,0
6324,Is OCBC Teaming Up with Singtel to Apply for a Virtual Banking License  via @fintechSIN,-0.70,0
6325,Its the routing problem simply reroute and good to go just like all the other ISPs in Singapore But its been 2 wks sinceME servers released Are u guys that lazy to fix or just ignoring us because no fortnite players has make noise on twitter regarding this issue yet,-0.80,0
6326,Dooooooooo not book someone up for their service and pretty much confirmed everything and then ditch the plan Its tough enough earning money from photography and i have to pay that monthly 100 overpriced Singtel combo plan bill so pleaseeeeeeee dont,0.40,1
6327,same  already contacted singtel and told them literally only this ISP got this problem when connecting to ME servers and each week have 3 tourneys but all i got was a go rs your router,-0.20,0
6328,NEOCITY TICKETING  THOSE THAT WENT TO QUEUE PHYSICALLY DURING SINGTEL PRIORITY SALES  ISIT U JUST GTA SHOW THAT THE TOP OF UR PHONE THE SERVICE IS SINGTEL,0.10,1
6329,@Singtel @SingtelSupport hello why singtel fortnite players 230ms on ME servers while every other isp has 50ms,0.00,1
6330,OCBC in talks with Singtel about virtual bank licence say sources ,0.20,1
6331,Yall think its worth asking my exfling for help with the singtel priority sale  ,-0.20,0
6332,Ticketing serviceI will be doing online ticketing service for EXplOrationinSingaporewill buy during Singtel presale there will be extra charge pictwittercomhM16J5Vs0A,0.40,1
6333,Hallo  is the singtel priority and general sale in the same que @OneProductionSG,0.60,1
6334,Is OCBC Teaming Up with Singtel to Apply for a Virtual Banking License  AML services,-0.40,0
6335,Hi Fizz can you add me so I could DM you Thank you,0.00,1
6336,Do you know if the singtel priority needs a singtel number or just the promo code I see a lot of ppl selling their singtel code then some aerisare saying the code would be the same anyways so im not sure if it needs a singtel number when purchasing the ticket or not ,0.40,1
6337,@EXOFanclubSG hey sorry can I ask you about the ticketing partGeneral sales will be open on August 25 right at Sport hub for overseas fans do we need to have singtel also Thanks before,0.20,1
6338,Hi there is there anything we can assist you with,-0.20,0
6339,Can you DM your details to me Wed like to take a look,0.00,1
6340,Is the general sale and singtel priority in the same que ,0.50,1
6341,ticketing service for EXplOrationINSG will be purchased on singtel priority salesaug 24online purchased from singaporeonly 4 tics availablefor more infodm me plzEXplOrationINSGEXOinSG,0.20,1
6342,TICKETING SERVICE EXO PLANET 5  EXplOration in SINGAPORE Service charge 45tix SINGTEL PRIORITY Accept Malaysian  International Payment Paypal or Instant Transfer Slots 716 Experienced and trustedEXplOrationinSG EXplOrationinSingapore,0.00,1
6343,Yes I didi am in australia,-0.30,0
6344,OCBC is in talks with Singtel about a Singapore virtual bank license ,-0.80,0
6345,@SingtelSupport @SingtelNurul can you quickly check cannot dm my ,0.00,1
6346,Just imagine the situation of Airtel Have you heard about financial situation of Airtel Google about chances increase SingTel shares Thats why They have completely stopped working on their network issues Since last six months complaining to fix their network but nothing,-0.30,0
6347,Singtel enters insurance market in Singapore ,0.00,1
6348,Nope,0.00,1
6349,Oh dear Did you managed to reach out to our hotline,0.10,1
6350,OCBC In Talks With Singtel on Singapore Virtual Bank License ,0.30,1
6351,Is OCBC Teaming Up with Singtel to Apply for a Virtual Banking License  Fintech News Singapore pictwittercomhd3PPWoIqN,0.30,1
6352,Is OCBC Teaming Up with Singtel to Apply for a Virtual Banking License  @OCBCBank @Singtel virtualbanking banking fintechpictwittercomjht34lxfpg,-0.10,0
6353,Is OCBC Teaming Up with Singtel to Apply for a Virtual Banking License  by @fintechsin,-0.70,0
6354,Hi i have registered It was during my previous cycle and when i redeemed this also mentioned it will be added in my august cycle,0.00,1
6355,i saw your tweet that you have extra singtel code is it still available  sorry its alrdy taken but i might have an extra one ,0.00,1
6356,OCBC in talks with Singtel about Singapore virtual bank license  via @business,0.10,1
6357,OCBC In Talks With Singtel on Singapore Virtual Bank License  Bloomberg   openbanking banking digital,0.00,1
6358,SGs OCBC in talks with Singtel for virtual bank license Read more at ,-0.80,0
6359,OCBC in talks with Singtel about Singapore virtual bank licence ,0.40,1
6360,When I was in Singtel I couldnt understand why the sales team takes forever to reply and now Im in a sales job I can totally understand why So many emails ,0.00,1
6361,Another telco going after banking Will this one be a success OCBC in talks with Singtel about virtual bank licence say sources Banking News  Top Stories  The Straits Times ,-0.60,0
6362,OCBC in talks with Singtel about Singapore virtual bank license ,0.00,1
6363,Yes Didnt receive the notification like usual,0.50,1
6364,OCBC in talks with Singtel on virtual bank licenses Bloomberg pictwittercomtls0CpbNwO,0.20,1
6365,TICKETING SERVICE EXO PLANET 5  EXplOration in SINGAPORE Service charge 45tix SINGTEL PRIORITY Accept Malaysian  International Payment Paypal or Instant Transfer Slots 916 Experienced and trustedEXplOrationinSG EXplOrationinSingaporepictwittercomJDRqD2BI38,0.00,1
6366, Singtel Group prices US750 million 10year notes at 2375,0.00,1
6367,OCBC in talks with Singtel about Singapore virtual bank license ,0.00,1
6368,11 slot left for singtel priority queueEXplOrationinSG ,-0.10,0
6369,OCBC in talks with Singtel about Singapore virtual bank licenseYahooFinancepictwittercomRpsQGoPCqB,-0.50,0
6370,hAi I will be helping to purchase tickets on Saturday during the Singtel priority sales My commission rate is only at 10 pls DM me for more information EXplOrationinSG,0.40,1
6371,Nope Singtel priority is all I need,0.00,1
6372,I skrg kerja di Singtel dept postpaid agak2 ada takjawatan yg agak sama ,0.00,1
6373,OCBC in talks with Singtel about Singapore virtual bank licence pictwittercomSxKmlh81PQ,0.10,1
6374,OCBC in talks with Singtel about Singapore virtual bank licence pictwittercomrBdUh3C61U,0.50,1
6375,OCBC in talks with Singtel about virtual bank licence say sources,0.00,1
6376,Its okay I just remembered i have a singtel card Thanks for offering ,0.00,1
6377,OCBC is in talks with Singtel about a Singapore virtual bank license ,0.00,1
6378,OCBC In Talks With Singtel About Singapore Virtual Bank License ,0.00,1
6379,Fintech OCBC in talks with Singtel about Singapore virtual bank licence  Bloomberg ,0.90,1
6380,OCBC in talks with Singtel about Singapore virtual bank license ,0.00,1
6381,Hi Able to share your initial concerns with us Well be here to help,0.10,1
6382,scoop OCBC in talks with Singtel about Singapore virtual bank license  via @business,0.10,1
6383,OCBC in talks with Singtel about virtual bank license say sources pictwittercom3ovRPlWGss,0.20,1
6384,@OCBCBank in talks with @Singtel about virtual bank license say sources ,0.20,1
6385,OCBC In Talks With Singtel About Singapore Virtual BankLicense ,0.00,1
6386,OCBC In Talks With Singtel About Singapore Virtual BankLicense ,0.20,1
6387,6823 UOB OCBC In Talks With Singtel About Singapore Virtual Bank License via ,0.90,1
6388,Hi These addons are provided free for 3 months when you first signuprecontract a Fibre Broadband service this will also be indicated on your Service Agreement Subscribers can also choose to cease these addons as well Hope this clarifies,-0.90,0
6389,Gr8 to have @Singtel back at @itexpo and @sdwanexpo Feb 1214 2020 Floridaucoms ucaas uc voip csp msp reseller broadband p2p sdwan siptrunking voip mpls sip ld itexpo @enjoyFortLaud tech it telecom quobis pbx webrtcpictwittercomct4yHnvxVW,0.00,1
6390,@SingtelSupport @Singtel what is the issue with 1688 No customer service officer available at any time Cant book a callback either on the app It keeps showing an error message Most frustrating Please help,-0.90,0
6391,OCBC in talks with Singtel about Singapore virtual bank,0.00,1
6392,@SingtelSupport @Singtel I am being charged for services that I never opted for When you contact customer care they point to sales executives The Security Suite Plus or Online Storage they keep adding these without your permission Horrible,0.20,1
6393,Ive followed you  able to drop me a DM with the Registered Subscribers full name NRICFIN and mobile number Well run a check on this,0.40,1
6394,Can anyone help where to get a eribong ver 3 pls,0.00,1
6395,@OneProductionSG will the merchandise be sold on the concert day,0.20,1
6396,12 month,-0.20,0
6397,yes ,-0.10,0
6398,Hi Could I clarify if your SIM Only Plan is tied to a 12month contract term or without contract,-0.50,0
6399,Hey Are you still facing issues with your Fibre Broadband service Do let us know well be here to help,0.10,1
6400,Hi That seems to be the latest available version Could we clarify if the issue is still persisting as of this morning,0.20,1
6401,Singtel Samsung Galaxy Note10 and Note10 PricePlans pictwittercomCx1ks5izgZ,0.20,1
6402,Stocks to watch Singtel OUE CReit OUE HTrust Del Monte Soilbuild Reit ,0.20,1
6403,Stocks to watch Singtel OUE CReit OUE HTrust Del Monte Soilbuild Reit pictwittercome9uFTg4Fvj,0.20,1
6404,Singtel prices US750 million 10year notes amid strongdemand pictwittercomWjkawnFZJF,0.20,1
6405,Singtel prices US750m of 10year notes at 2375 pictwittercomERKUunkJGf,0.30,1
6406,@Singtel prices US750m of 10year notes at 2375 ,0.00,1
6407,JSQUARED 1 off Drinks at Old Tea Hut Singtel Dash ,-0.90,0
6408,uxjobs SG UIUX Engineer  Singtel  Singapore ,-0.70,0
6409,the singtel mobile customer youve reached is unavailable your number will be sent by sms to the customer goodbye,-0.60,0
6410,@Singtel Just renewed a SIM only contract The ad said free 10GB Theres no mention of that in the service agreement So how,-0.30,0
6411,accidentally paid twice for my singtel bill bc i thought it didnt go thru the first time bc connection was lost halfway thru ,0.10,1
6412,TICKETING SERVICE for EXplOrationinSG will buy tickets on singtel priority and general sales taking 10 slots only okay with service feedm for more enquiries EXplOrationInSG EXOinSG,0.00,1
6413,SGD,0.00,1
6414,Do you mean we dont need wyth app but they will provide auto sync to our LS,0.00,1
6415,Sporthub,0.00,1
6416,11 slot left for singtel priority queue EXplOrationinSG ,-0.40,0
6417,Minggu hadapan DStar2019Angpagwawakasselasa Depan di @IndosiarID ThevoiceIndonesia2019AngPagsismula Khamis Depan di @RCTIplus @MNCNowID @Iflixid @HOOQID @metubeid @vidio @OonaTVid  @MyLiveNetTV @Starhub @Singtel,0.50,1
6418,Haloo aku openn Dan bakal coba di priority singtel online dan general sale online Bisa dm yaa,0.00,1
6419,Hi there can share what is the current version of your My Singtel app,0.30,1
6420,The 4th Dimension of Space  Diomedes Kastanis Head of IoT Singtel  ,-0.30,0
6421,I think you would have to enter your phone number and if its verified as singtel line then can have the code,0.00,1
6422,Singtel Ericsson and Singapore Polytechnic open 5G Garage  NewspictwittercomNNgFPd1wr9,0.30,1
6423,Hi guys Buat yang cari tiket konser EXO   Exploration SG temenku @hanbiun bakal antri langsung ke Singapore dan dia Singtel Priority Kalo kalian mau titip dia masih bisa karna ada slot di sana per orang bisa beli 8 tiket Segera kabarin aku atau dia langsung ya,-0.50,0
6424,can 1 singtel code be shared among a few ppl,-0.30,0
