,has_media,hashtags,img_urls,is_replied,is_reply_to,likes,links,parent_tweet_id,replies,reply_to_users,retweets,screen_name,text,text_html,timestamp,timestamp_epochs,tweet_id,tweet_url,user_id,username,video_url,label
1318,FALSE,[],[],FALSE,TRUE,0,[],1.13E+18,0,"[{'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,tyker99,"Seriously, 2 outages in 2 months in Bedok/Upper East coast area? Zero notice!  How bad can you go?","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Seriously, 2 outages in 2 months in Bedok/Upper East coast area? Zero notice!  How bad can you go?</p>",22-05-2019 5.20,1558502413,1.13E+18,/tyker99/status/1131067216902778880,2741031817,Terence Yap,,0
1319,FALSE,[],[],FALSE,TRUE,0,[],1.13E+18,0,"[{'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,ohnanajy,Any updates M1?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Any updates M1?</p>",22-05-2019 5.20,1558502408,1.13E+18,/ohnanajy/status/1131067197420257280,9.64E+17,Jin oh Jin,,1
1320,FALSE,[],[],FALSE,TRUE,0,[],1.13E+18,0,"[{'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,YukimoriJoy,My data gonna bursts,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">My data gonna bursts</p>",22-05-2019 5.19,1558502346,1.13E+18,/YukimoriJoy/status/1131066934584233986,1632368684,Ringo Joy,,0
1321,FALSE,[],[],FALSE,TRUE,0,[],1.13E+18,0,"[{'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,YukimoriJoy,Yes my mum needs more fiber,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Yes my mum needs more fiber</p>",22-05-2019 5.18,1558502288,1.13E+18,/YukimoriJoy/status/1131066691113312256,1632368684,Ringo Joy,,1
1322,FALSE,[],[],TRUE,FALSE,0,[],,1,[],0,YukimoriJoy,@M1Singapore  I have to use data because my wifi is down,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a> <img alt=""😕"" aria-label=""Emoji: Confused face"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f615.png"" title=""Confused face""/> I have to use data because my wifi is down</p>",22-05-2019 5.17,1558502236,1.13E+18,/YukimoriJoy/status/1131066474359955458,1632368684,Ringo Joy,,0
1323,FALSE,[],[],FALSE,TRUE,0,[],1.13E+18,0,"[{'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,milksmootae,HELLOOOOO DATA IS BURSTING CAN U FASTER,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">HELLOOOOO DATA IS BURSTING CAN U FASTER</p>",22-05-2019 5.16,1558502204,1.13E+18,/milksmootae/status/1131066341786415104,1.08E+18,泰泰 (◍ ˃̵͈̑ᴗ˂̵͈̑) (‘∀’●)♡ㅡ,,0
1324,FALSE,[],[],FALSE,TRUE,0,[],1.13E+18,0,"[{'screen_name': 'Bhoang121', 'user_id': '1131040935180087296'}]",0,M1Singapore,"Glad to hear that, @Bhoang121 ! Thank you for your patience. - Liting","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Glad to hear that, <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1131040935180087296"" dir=""ltr"" href=""/Bhoang121""><s>@</s><b>Bhoang121</b></a> ! Thank you for your patience. - Liting</p>",22-05-2019 5.14,1558502046,1.13E+18,/M1Singapore/status/1131065676322488320,1.10E+18,M1,,1
1325,FALSE,[],[],FALSE,TRUE,0,[],1.13E+18,0,"[{'screen_name': 'shdwtae', 'user_id': '2546295656'}]",0,M1Singapore,"Hi Eman, would you mind to try restart your ONT & router now to give it another go? - Rina","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Hi Eman, would you mind to try restart your ONT &amp; router now to give it another go? - Rina</p>",22-05-2019 5.12,1558501966,1.13E+18,/M1Singapore/status/1131065340983750659,1.10E+18,M1,,0
1326,FALSE,[],[],FALSE,TRUE,0,[],1.13E+18,0,"[{'screen_name': 'achanzeggie', 'user_id': '455741749'}]",0,M1Singapore,We apologise for the inconvenience. would you mind to try restart your ONT & router now to give it another go? - Rina,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">We apologise for the inconvenience. would you mind to try restart your ONT &amp; router now to give it another go? - Rina</p>",22-05-2019 5.11,1558501903,1.13E+18,/M1Singapore/status/1131065078327992321,1.10E+18,M1,,0
1327,FALSE,[],[],TRUE,TRUE,0,[],1.13E+18,1,"[{'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,Bhoang121,All good now. Thanks for the quick reply @M1Singapore,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">All good now. Thanks for the quick reply <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a></p>",22-05-2019 5.11,1558501880,1.13E+18,/Bhoang121/status/1131064980244033536,1.13E+18,Bhoang12,,1
1328,FALSE,[],[],FALSE,TRUE,0,[],1.13E+18,0,"[{'screen_name': 'jamesfordtay', 'user_id': '2944742852'}]",0,M1Singapore,"Hi James Tay, we apologise for the inconvenience. Our engineering is currently working hard to resolve the issue. We will provide updates as soon as possible on our Facebook/Twitter page. Your patience in the interim is highly appreciated. - Rina","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Hi James Tay, we apologise for the inconvenience. Our engineering is currently working hard to resolve the issue. We will provide updates as soon as possible on our Facebook/Twitter page. Your patience in the interim is highly appreciated. - Rina</p>",22-05-2019 5.11,1558501875,1.13E+18,/M1Singapore/status/1131064962003144704,1.10E+18,M1,,1
1329,FALSE,[],[],TRUE,TRUE,0,[],1.13E+18,1,"[{'screen_name': 'ckgan6091', 'user_id': '830492539'}]",0,M1Singapore,"Hi there, would you mind to try restart your router now to give it another go? - Rina","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Hi there, would you mind to try restart your router now to give it another go? - Rina</p>",22-05-2019 5.10,1558501828,1.13E+18,/M1Singapore/status/1131064762006216704,1.10E+18,M1,,0
1330,FALSE,[],[],FALSE,TRUE,0,[],1.13E+18,0,"[{'screen_name': 'raagaven83', 'user_id': '3283214184'}, {'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,raagaven83,Quite unacceptable! Not even a reply,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Quite unacceptable! Not even a reply</p>",22-05-2019 5.08,1558501704,1.13E+18,/raagaven83/status/1131064242558230528,3283214184,Raag,,0
1331,FALSE,[],[],FALSE,FALSE,0,[],,0,[],0,ElRoloPoco,@M1Singapore knn cb yall,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a> knn cb yall</p>",22-05-2019 5.07,1558501651,1.13E+18,/ElRoloPoco/status/1131064020973150208,1.00E+18,Monty,,1
1332,FALSE,[],[],FALSE,TRUE,2,[],1.13E+18,0,"[{'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,lllllzb,"It’s 13:07 now, any updates?","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">It’s 13:07 now, any updates?</p>",22-05-2019 5.07,1558501644,1.13E+18,/lllllzb/status/1131063991998922752,1.02E+18,Lin Zibai,,1
1333,FALSE,[],[],TRUE,TRUE,0,[],1.13E+18,1,"[{'screen_name': 'gtanuel', 'user_id': '3226351'}]",0,M1Singapore,"Hi Ganius Tanuel, would you mind to try restart your router now to give it another go? - Rina","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Hi Ganius Tanuel, would you mind to try restart your router now to give it another go? - Rina</p>",22-05-2019 5.06,1558501599,1.13E+18,/M1Singapore/status/1131063804501086211,1.10E+18,M1,,0
1334,FALSE,[],[],FALSE,TRUE,0,[],1.13E+18,0,"[{'screen_name': 'zhongliangong', 'user_id': '534318671'}]",0,M1Singapore,We apologise for the inconvenience. Our engineering is currently working hard to resolve the issue. We will provide updates as soon as possible on our Facebook/Twitter page. Your patience in the interim is highly appreciated. - Rina,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">We apologise for the inconvenience. Our engineering is currently working hard to resolve the issue. We will provide updates as soon as possible on our Facebook/Twitter page. Your patience in the interim is highly appreciated. - Rina</p>",22-05-2019 5.04,1558501495,1.13E+18,/M1Singapore/status/1131063366502502401,1.10E+18,M1,,1
1335,FALSE,[],[],TRUE,TRUE,0,[],1.13E+18,1,"[{'screen_name': 'zzogIass', 'user_id': '1958584938'}]",0,M1Singapore,"Hi there, would you mind to try restart your router now to give it another go? - Rina","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Hi there, would you mind to try restart your router now to give it another go? - Rina</p>",22-05-2019 5.03,1558501387,1.13E+18,/M1Singapore/status/1131062912989192192,1.10E+18,M1,,0
1336,FALSE,[],[],TRUE,FALSE,0,[],,1,[],0,achanzeggie,@M1Singapore you have to give something for the affected fibre customer including me. This is outrageous beyond measures.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a> you have to give something for the affected fibre customer including me. This is outrageous beyond measures.</p>",22-05-2019 4.58,1558501124,1.13E+18,/achanzeggie/status/1131061811820675072,455741749,Zeggie of 4600xx,,0
1337,FALSE,[],[],TRUE,FALSE,0,[],,1,[],0,jamesfordtay,"@M1Singapore Hello there, it's half a day already? Any progress?","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a> Hello there, it's half a day already? Any progress?</p>",22-05-2019 4.55,1558500950,1.13E+18,/jamesfordtay/status/1131061082993225728,2944742852,James Tay,,1
1338,FALSE,[],[],FALSE,TRUE,0,[],1.13E+18,0,"[{'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,mbbtekkofl,I think it is proper for M1 to issue 1-month credit. The outage today is simply not acceptable.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I think it is proper for M1 to issue 1-month credit. The outage today is simply not acceptable.</p>",22-05-2019 4.52,1558500749,1.13E+18,/mbbtekkofl/status/1131060238457565185,8.46E+17,mbcarxp,,0
1339,FALSE,[],[],TRUE,FALSE,0,[],,1,[],0,ckgan6091,@M1Singapore is it a Netlink trust issue or your internal problem. Get it resolved. We are paying for your non service.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a> is it a Netlink trust issue or your internal problem. Get it resolved. We are paying for your non service.</p>",22-05-2019 4.51,1558500690,1.13E+18,/ckgan6091/status/1131059989492117504,830492539,ck ,,0
1340,FALSE,[],[],FALSE,TRUE,0,[],1.13E+18,0,"[{'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,shower9991,Keep me posted,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Keep me posted</p>",22-05-2019 4.49,1558500578,1.13E+18,/shower9991/status/1131059518866042882,1.01E+18,shower999,,1
1341,FALSE,[],[],FALSE,TRUE,0,[],1.13E+18,0,"[{'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,mbbtekkofl,The best solution is to provide 1-month credit for this.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">The best solution is to provide 1-month credit for this.</p>",22-05-2019 4.48,1558500529,1.13E+18,/mbbtekkofl/status/1131059315597381632,8.46E+17,mbcarxp,,1
1342,FALSE,[],[],FALSE,TRUE,0,[],1.13E+18,0,"[{'screen_name': 'chriskwok426', 'user_id': '614579355'}]",0,M1Singapore,"Hi @chriskwok426 , we are currently checking and trying to resolve the Fibre Broadband issue. We apologise for the inconvenience caused. Please bear with us. 

Our engineers are working all out to restore services soon. Please stay tuned for any updates. - Rodan","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Hi <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""614579355"" dir=""ltr"" href=""/chriskwok426""><s>@</s><b>chriskwok426</b></a> , we are currently checking and trying to resolve the Fibre Broadband issue. We apologise for the inconvenience caused. Please bear with us. 

Our engineers are working all out to restore services soon. Please stay tuned for any updates. - Rodan</p>",22-05-2019 4.48,1558500490,1.13E+18,/M1Singapore/status/1131059151768096769,1.10E+18,M1,,0
1343,FALSE,[],[],TRUE,FALSE,0,[],,1,[],0,chriskwok426,@M1Singapore Fibre broadband connection also down in Bukit Batok,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a> Fibre broadband connection also down in Bukit Batok</p>",22-05-2019 4.46,1558500377,1.13E+18,/chriskwok426/status/1131058679401177088,614579355,Wawawe,,0
1344,FALSE,[],[],TRUE,TRUE,0,[],1.13E+18,1,"[{'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,raagaven83,Any updates? ETA?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Any updates? ETA?</p>",22-05-2019 4.44,1558500268,1.13E+18,/raagaven83/status/1131058220556939264,3283214184,Raag,,1
1345,FALSE,[],[],FALSE,TRUE,2,[],1.13E+18,0,"[{'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,deadfish__,I hope you guys are aware you are letting all your trusted customers down.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I hope you guys are aware you are letting all your trusted customers down.</p>",22-05-2019 4.33,1558499591,1.13E+18,/deadfish__/status/1131055382871232512,493115448,WanDeringAbout Life,,1
1346,FALSE,[],[],FALSE,TRUE,0,[],1.13E+18,0,"[{'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,deadfish__,Very sad telco never been impressed. Worst and dumbest choice of the year would be switching to M1z,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Very sad telco never been impressed. Worst and dumbest choice of the year would be switching to M1z</p>",22-05-2019 4.32,1558499568,1.13E+18,/deadfish__/status/1131055283927543808,493115448,WanDeringAbout Life,,0
1347,FALSE,[],[],FALSE,TRUE,0,[],1.13E+18,0,"[{'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,floatingrambles,Dover is down too,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Dover is down too</p>",22-05-2019 4.24,1558499098,1.13E+18,/floatingrambles/status/1131053311971356679,3316486951,Deirdre,,1
1348,FALSE,[],[],FALSE,FALSE,0,[],,0,[],0,JoeGoh68,@M1Singapore Still waiting. After this disruption is resolved ... i like to know who is responsible.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a> Still waiting. After this disruption is resolved ... i like to know who is responsible.</p>",22-05-2019 4.21,1558498907,1.13E+18,/JoeGoh68/status/1131052511295492096,8.33E+17,Joe Goh,,1
1349,FALSE,[],[],FALSE,TRUE,0,[],1.13E+18,0,"[{'screen_name': 'jimrock_96', 'user_id': '166480260'}, {'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,jimrock_96,@M1Singapore  fiber is back online for me. Thank you,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a>  fiber is back online for me. Thank you</p>",22-05-2019 4.21,1558498896,1.13E+18,/jimrock_96/status/1131052467951525888,166480260,Jimmy Siy,,1
1350,FALSE,[],[],FALSE,TRUE,0,[],1.13E+18,0,"[{'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,SlaYv3Ry,Bukit batok also facing down. Come on. Step up the game man......,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Bukit batok also facing down. Come on. Step up the game man......</p>",22-05-2019 4.17,1558498622,1.13E+18,/SlaYv3Ry/status/1131051317172924416,116076319,HaMsT3r,,1
